"Month","Date","Cell","Line","Machine","Machine No","Shift","Category","Time","Problem","Cause Why1","Cause Why2","Cause Why3","Cause Why4","Cause Why5","Action","Counter Measure","Category","Is Action Temporary?","Done By","Status"
"June","20-06-2024 T22:41","Injector","Housing-2","TERMINAL PRESS FIT & HEIGHT CHECK","HSG2-1010","B","BM","30","Terminal tie up height NG","GT Sensor value going out of spec","GT Sensor probe not touching ear","Spool position found disturb","Not clear","Not clear","Checked & found actual part was OK but machine giving it NG,Checked the station & found GT Sensor probe shifted on spool area so alignment is done",".","Problem Category- Mechanical,Breakdown Category- Process","No","MUKESH KUMAR,Tinku","Completed"
"June","20-06-2024 T15:00","Injector","Housing-2","MOLDING MACHINE","HSG2-4010","B","BM","60","Step dimension NG","Step dimension going out of spec","Probes not aligned with terminal","Terminals were bend","Not clear","Not clear","Checked & found terminal was bend down side,Also terminal not getting insert in die slider,Robot P72 position Z-Axis changed from 309.1 to 308.8 mm after that molding machine side was OK .,Checked Step dimension station of Laser Marking machine & found terminals were not aligned with probe so alignment is done","Probe design to be changed after discussion with PED","Problem Category- Mechanical,Breakdown Category- Design","No","MUKESH KUMAR,Tinku","Completed"
"June","21-06-2024 T08:00","Injector","Housing-2","HOLDER, PLATE & PIPE PRESS FIT M/C","HSG2-3020","A","BM","30","Camera LCD display was faulty ","In LCD display  image not showing ","For display power not come (5 VDC)","From 5 VDC adaptor side output not come ","In side adaptor electric circuit was break ","Power supply adaptor was faulty ","Replace 5 vdc adaptor with new ,Machine power re-start done ","-","Problem Category- Electrical,Breakdown Category- Part-Failure","No","Anil Kumar,Tarkeshwar Prasad","Completed"
"June","22-06-2024 T07:22","Fuel Pump","FP-Assy","MAGNETIZATION","M-EN-FP-FPA-1-050-1","A","BM","68","Some time spring damage and burr creat inside ","During auto cycle some time spring damage ","Spring hit on left side magnet ","Left side magnet touch in housing during p/f ","Magnet jig alignment NG","Magnet jig wear out ","We are doing  alignment many time but problem still same due to spring not set proper on spring jig ","Magnet jig will change with new one (T.D. := 23/06/2024)","Problem Category- Mechanical,Breakdown Category- Human","Yes","Anil Kumar,Tarkeshwar Prasad","Completed"
"June","22-06-2024 T14:42","Fuel Pump","FP-Assy","MAGNET & SPRING ASSY","M-EN-FP-FPA-1-030-1","B","BM","48","83 no fault coming","83 no fault coming","magnet drop during p/f time","p/f unit alignment disturb","..","..","magnet jig alignment done as per p/f position","magnet jig alignment done as per p/f position","Problem Category- Mechanical,Breakdown Category- Allignment","No","Tinku","Completed"
"June","23-06-2024 T06:20","Injector","Housing-4","LASER MARKING MACHINE","HSG4-4020","A","BM","10","resistance ng coming","resistance ng coming","resistance value higher coming ","probe  proper not touch in terminal ","probe in wear out ",".","so prob polishing done then zero settings done then ok ",".","Problem Category- Electrical,Breakdown Category- Wear","No","Tarkeshwar Prasad","Completed"
"June","23-06-2024 T10:55","Injector","Housing-3","LASER MARKING MACHINE","HSG3-4020","A","BM","20","Resistance  NG coming","Resistance  NG coming","resistance  value higher side coming ","probe proper not touch in terminal ","probe wear out ",".","so 2 to 3 time resistance zero settings done ",".","Problem Category- Electrical,Breakdown Category- Wear","No","Tarkeshwar Prasad","Completed"
"June","24-06-2024 T06:50","Fuel Pump","Bearing Holder","BRUSH-TERMINAL HOT STAKING","M-EN-FP-BRH-1-110-1","A","BM","25","master not on,cpu  fault coming ","PRD on the m/c power but machine master not on ","PLC side error coming ","connect the pc then  found plc backup error coming ","may be due to PLC battery or CPU issue","","download  the plc backup after that ok","plan for change the battery  with new ","Problem Category- Electrical,Breakdown Category- M/c Communication ","No","Tinku,Salman ","Completed"
"June","24-06-2024 T10:05","Fuel Pump","FP-Assy","MAGNET & SPRING ASSY","M-EN-FP-FPA-1-030-1","A","BM","56","Part Stuck up issue coming","Part getting stuck up","New magnet jig installed so during press fit part getting stuck","Alignment of magnet jig unit not okay with respect to part","Alignment slightly disturbed (On Sunday new jig was installed )","","As part stuck up issue was coming so alignment of magnet jig unit done.,Housing rest unit alignment done with respect to the part. After that okay","","Problem Category- Mechanical,Breakdown Category- Allignment","No","Tinku","Completed"
"June","24-06-2024 T13:00","Fuel Pump","FP-Assy","PERFORMANCE INSPECTION","M-EN-FP-FPA-1-230-1,2","A","BM","15","Cover rib damage problem is coming from station no-2 (Problem face unloading time),chuck cylinder motion slow","part unloading time rib damage ","part hit on jig","part chuck position ng same time","part chuck cylinder motion slow","speed controller chock ","chuck cylinder speed controller change with new ","check pm time","Problem Category- Pneumatic,Breakdown Category- Process","No","Tinku,Salman ","Completed"
"June","25-06-2024 T06:24","Fuel Pump","FP-Assy"," BEARING HOLDER PRESS FITTING","M-EN-FP-FPA-1-020-1","A","BM","10","+ok master judgment ng coming","+ok master judgment ng coming","touch sensor position alignment ng ","during process",".",".","touch sensor alignment done after that ok","pm check point ","Problem Category- Electrical,Breakdown Category- Process","No","Tinku,Salman ","Completed"
"June","24-06-2024 T09:20","Injector","UC#1","Upper O-ring & Nozzle Leak Inspection & Sleeve Presence Check Machine","EICI-091","A","BM","70","UPPER O-RING  leak NG WAS COMING","In Air leak tester value came out of spec.","Leakage came in air circuit ","Leakage in tester side",".",".","coupler open and cleaning done ,toggle valve open and cleaning done then assemble,Coupler o ring change with new one no impact then revert back,Master calibrate done multiple time no impact,Tester change with new one",".","Problem Category- Both,Breakdown Category- Part-Failure","No","Keshav,Santosh kumar Majhi","Completed"
"June","25-06-2024 T13:12","Fuel Pump","FP-Armature","ALKALI WASHING","M-EN-FP-ARM-1-030-1","A","BM","80","Conveyor getting stopped in between of the process","Conveyor getting stopped in between of the process","Back side shutter not opening properly during the process","Shutter open/close cylinder not working properly","Cylinder not working properly as its seal was wear out","Seal got wear out due to exposure to hot water vapours and continuous working","Back side shutter unit open/close cylinder was not functioning properly so conveyor was  getting stopped.,Cylinder unit disassembled and it was found that the seal was wear out.,New Cylinder Installed and reed switch position adjusted. After that okay","Other similar cylinder to be changed with new on holiday","Problem Category- Mechanical,Breakdown Category- Wear","No","Tinku,Salman ","Completed"
"June","25-06-2024 T14:15","Injector","UC#1","LIFT INSPECTION","EICI-041","A","BM","15","Measurment completion Fault","
Measurment completion Fault","Part confirmation sensor continue on ","Sensor left side fiber cable broken ","due to Oil mist environment ",".","Part confirmation PH sensor left side fiber change with new one ","NA","Problem Category- Electrical,Breakdown Category- Wear","No","Keshav,Santosh kumar Majhi","Completed"
"June","24-06-2024 T07:10","Injector","UC # 3","SPRING AND  ADJ.PIPE ASSY ","UC3-080","A","BM","20","ADJpipe loading cycle time over fault","Adjust pipe loading confirmation sensor not on","adjust pipe not came from escape unit ","adjust pipe stuck inside escape unit ","",".","Adjust pipe loading escape unit block open and cleaning done","Investigation ongoing ","Problem Category- Mechanical,Breakdown Category- Process","No","Keshav,Santosh kumar Majhi","Completed"
"June","25-06-2024 T15:30","Injector","Housing-2","TERMINAL PRESS FIT & HEIGHT CHECK","HSG2-1010","B","CM","119","left side terminal drop","terminal hight check ng coming","terminal not press fit ","terminal not proper transfer from transfer finger","rotary cylinder motion not achieved ","cylinder seal damage  ","Rotry cylinder change with new and both side terminal transfer finger aligenment ","Cylinder Life monitoring to be started thru Flow meter Aug'24","Problem Category- Mechanical,Breakdown Category- Allignment","No","Sandeep Kumar,Yogesh Kumar,Arun","Completed"
"June","25-06-2024 T22:04","Fuel Pump","Suction Filter","Assy dust suction","M-EN-FP-SUF-1-080-1","B","BM","26","Jig mounting bolt broken ","Suction was not started ","part cover close confermantion not coming","cover close signal sensor off","cover unit mounting stay bolt broken","Vibration Speed high ","All broken bolt was came out and changed all new bolt .Afetr that m/c runing ok.","cylinder speed lock and marking ,and pm time cylinder motion check.","Problem Category- Mechanical,Breakdown Category- Process","No","Sandeep Kumar,Yogesh Kumar,Arun","Completed"
"June","24-06-2024 T07:10","Injector","UC # 3",""NEEDLE & CONNECTOR ASSY  CONNECTOR REVERSE CHECK"","UC3-060","A","BM","35","Connector flip fault was coming.","connector drop during flip unit rotate ","connector rotate unit and chuck unit alignment not ok","Connector rotate rotary cylinder not complete its stroke","Rotary cylinder left side shock absorber motion hard",".","Rotary cylinder shock absorber change with new ,Alignment confirm ok","Shock absorber motion check in PM time","Problem Category- Mechanical,Breakdown Category- Part-Failure","No","Keshav,Santosh kumar Majhi","Completed"
"June","26-06-2024 T05:15","Injector","UC # 3","STATIC FLOW ADJUSTMENT & INSPECTION-2","UC3-102","C","BM","50","Load NG coming in static-2 machien","Load fault coming in micro computor.","Load cell value coming NG. Lower side ( -9999 ).","Load cell wire damaged.","Load cell wire touch with drain line metal pipe.","Load cell wire drasing remove ( it's tie bend broken )","Load cell changed with new.,Load cell calibration check found OK.,Servo 19 MM check found OK. Jig-1 : 18.992 And Jig-3 : 19.002","Load cell wire dressing check in PM time.","Problem Category- Electrical,Breakdown Category- Wear","No","Keshav,Gaurav,Parveen Kumar,Santosh kumar Majhi","Completed"
"June","26-06-2024 T11:20","Fuel Pump","Bearing Holder","PLATE TERMINAL PRESS FITTING","M-EN-FP-BRH-1-060-1","A","BM","60","R Side plate terminal not picking up from resting jig","R Side plate terminal not picking up from resting jig","terminal stuck during pick up time","resting jig side burr coming","during ruing time terminal hit on pf jig","u/o","jig side burr remove done and unit alignment done after that ok","new jig on order","Problem Category- Mechanical,Breakdown Category- Process","No","Tinku,Salman ","Completed"
"June","26-06-2024 T14:09","Fuel Pump","FP-Assy","MAGNET & SPRING ASSY","M-EN-FP-FPA-1-030-1","A","BM","21","magnet and spring stuck during p/f","part stuck up problem coming","magnet jig hit in housing during magnet assy ","magnet jig alignment ng",".",".","magnet jig alignment done ","Newly manufactured jig  to be installed ","Problem Category- Mechanical,Breakdown Category- Process","No","Tinku,Salman ","Completed"
"June","25-06-2024 T19:30","Injector","UC # 3","NOZZLE BODY PRESS FITTING","UC3-020","B","BM","30","Position correction cycle time over fault was coming.,RB home position not coming.","RB home position not coming.","Waiting coming in RB home program.","Machine Power reset done by PRD.","Position correction cycle time over fault not being reset.","Machine hang ","Power reset done by PRD.,RB home position done by pendent but from HMI home position not coming.,All RB program reset done.,Main panel RB teach key switch reset after home position coming.","Main panel RB teach key switch reset done after that OK.","Problem Category- Electrical,Breakdown Category- Process","No","Kartikey","Completed"
