"Month","Date","Cell","Line","Machine","Machine No","Shift","Category","Time","Problem","Cause Why1","Cause Why2","Cause Why3","Cause Why4","Cause Why5","Action","Counter Measure","Problem Category","Breakdown Category","Is Action Temporary?","Done By","Status"
"May","18-05-2024 T09:04","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","A","BM","20","Sealer coming on prohibited area ","Sealer coming on prohibited area ","Sealer coating application area & prohibited area nearby 3-4mm","Last night coat-1 nozzle changed & And quality confirmed by Dummy due to No production plan in C shift","N/A","N/A","Check dummy found ok,Coat-1 width check found ok.,Viscosity check found ok,Finally Coat-1 coating program modification done after that ok.","We will add point for Nozzle cleaning in PM check sheet 1/3M.","Both","Design","No","Ujjawal","Completed"
"May","18-05-2024 T11:00","Final Assy","FA-NWP3","Spray Sealer M/C","EEAT-027","A","BM","12","Sealer miss  on R1 side DC1A","Sealer miss on product R-1 ","Sealer miss on border of prohibited and application area","Sealer application length not sufficient ","Sealer program modify","N/A","After discussion with PED Abhay San ,Sealer coating program modification done then ok,Quality confirmed by PRD (Nitish)","","Both","Process","No","Ujjawal,Indrajit Behera","Completed"
"May","18-05-2024 T10:02","Mounting","AOI-5","AOI-05","EETP-069","A","BM","12","An error has occured in the ups.","Turn off power error coming,","AOI m/c & UPS  communication break","M/C running time communication break","Design issue problem ","NA","Finally one time application close/open but same,,Finally one time m/c restart after that m/c origin after that m/c run ok,","","Electrical","Communication","No","Indrajit Behera","Completed"
"May","18-05-2024 T22:30","Final Assy","FA-AB1","Packaging jig-01","EEAT-114","B","BM","15","Camera Check NG coming in OK Master","Camera Check NG coming in OK Master","OK master image data not matching with saved image data","Image not coming in camera window","Camera Position was disturbed","","Camera mounting position adjust and Camera Glass Fixed","Ask PRD to take care camera handling & provide safety cover for camera.","Mechanical","Human","No","Dalip Khajuria","Completed"
"May","19-05-2024 T01:45","Mounting","AOI-7","AOI-07","EETP-107","C","BM","45","Power off error","Power off error coming during running","Part confirmation sensor  on off","sensor done malfunction","sensor set value and present value not difference","Under analysis","Machine restart ,AOI  and 3D both machine restart ,Belt take out and thread cut and install but same ,Now finally pcb confirmation  Sensor set value change after that ok ","Will check sensor alignment. TBD- 26.05.2024","Electrical","Design","No","Gagandeep,Mukesh","Completed"
"May","19-05-2024 T00:48","Final Assy","FA-AB1","FAL-AB-HT","EEAT-117","C","BM","60","Continue product failed at multiple steps","Continue product failed at multiple steps","HEX Value high coming","under analysis","na","na","machine restart 2  time but same ,Harness change but same ,Base jig change but same ,Another model check run ok ,This specific model side issue so model change now ok ","Checked the original and spare harness found no abnormality. So again checked on the machine found OK ","Electrical","Design","No","Neeraj,Sreekanth Sasi,Gagandeep,Mukesh","Completed"
"May","20-05-2024 T06:29","Final Assy","FA-WP3","Air Leak","EEAT-160","A","BM","91","Air leak check data not transfer to GSS.","GSS PC , Process skip error coming.","Air leak check OK, data not showing in GSS","Data not access by GSS from Line server2 ","Suspected lineserver2 & GSS server issue communication issue-Machine side","NA","During startup this problem coming,5M+1E Change point is , PC Change, Backup HDD , ADI unit use of PWC, Air leak M/c & ADI unit,Air leak inspection data showing on Line server-2 ,But GSS side side Detection server for Skip process error coming.,M/c Original backup HDD install in PC.,ADI unit setting done & Part number Scanner com port setting done.,PC IP address setting done. After that Daily check ,Found OK.,Master check OK, Product check OK. Process OK showing on GSS","Airleak Hang  was repeat issue- So on 19.05.24 - PWC new machine HDD & AIO unit was installed in this machine for Trail- After which hang issue is not reported till now <10.06.24>. ","Electrical","Communication","Yes","Anshul Gupta,Jaydev Mal,Dalip Khajuria","Completed"
"May","20-05-2024 T08:50","Mounting","AOI-7","Unloader","EETP-110","A","BM","25","Card not pass to stocker from Pusher Conveyor,No Error/Fault Come","Card not pass to stocker from Pusher Conveyor","Card Not Move","Card Stuck with edge of Conveyor Belt ","Card come off from Belt","Pusher Conveyor Width was Wide","-0.6mm offset given in Pusher Conveyor Width (Narrow) from 252.9mm to 253.5mm","","Mechanical","Design","No","Anshul Gupta,Jaydev Mal,Dalip Khajuria","Completed"
"May","20-05-2024 T06:25","Final Assy","FA-WP4","SILICON BELOW CONNECTOR","EEAT-202","A","BM","12","Nozzle centring check fault coming","Nozzle centring check fault coming","Nozzle centing check sensor Present value out of spec.","Nozzle centring  jig height go to down
","
Nozzle not going to centring jig hole
","Nozzle alignment Disturb
","During daily check time nozzle centring problem coming,Nozzle height check ok found but centring check ng coming,Nozzle not going to centring jig,So nozzle manually Rotate by hand , after that ok","Request to prd before nozzle cleaning activity, 1st nozzle centring check, after that nozzle cleaning do, then nozzle centring check","Mechanical","Human","No","Mangal Ram Kanwar,Jaydev Mal","Completed"
"May","20-05-2024 T09:20","Mounting","MA4","NPM-04","EETP-056","A","BM","15","Overload  Anomaly Theta-1 Axis (Rear)","Overload  Anomaly Theta-1 Axis (Rear)","Theta-1  Motion hard during Nozzle change","Head-2 Nozzle Stuck in holder","Head-2 Holder mesh Filter was damaged","","Head-2 Holder Changed with Spare.","","Mechanical","Human","No","Jaydev Mal,Dalip Khajuria","Completed"
"May","20-05-2024 T09:34","Mounting","AOI-5","3D-05","EETP-070","A","BM","11","3D machine Hang","3D Machine Hang","Application Not Respond","Application Hang","","","Machine PC Restart","","Electrical","Design","No","Anshul Gupta,Jaydev Mal,Dalip Khajuria","Completed"
"May","20-05-2024 T20:09","Final Assy","FA-WP3","Air Leak","EEAT-160","B","BM","15","Daily Check NG coming .,Print data was not coming.","Daily Check NG.","Value lower side coming.","Its design issue.","N/A
","N/A","Given offset in Pressure A, -.10 to 0  after that ok.,Printer added in setting after that ok","","Electrical","Design","No","Neeraj","Completed"
"May","20-05-2024 T20:11","Final Assy","FA-WP2","Silicon Below","EEAT-080","B","BM","10","Silicon cut coming on application.","Silicon cut coming on application.","Silicon not proper flow in the product .","Suspected - Nozzle dispenser side Issue.","N/A","N/A","Silicon Manually dispensed ,Now under observation .","Silicon dispenser will be change after availability in line. T.D-26-05-2024","Mechanical","Part-Failure","No","Neeraj","Completed"
"May","20-05-2024 T17:30","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","B","BM","20","Sealer coming on prohibited area & Missing in ISS BMU R1 side..","Sealer coming in prohibited area.","Sealer width was more.","Sensor Given NG judgement.","Sensor dirty .","Suspected - IPA fumes accumulated on sensor glass.","Coat -1 Sensor cleaned .,Program modified.","Request to PRD during Nozzle cleaning time first cover sensor by cloth.","Electrical","Human","No","Neeraj","Completed"
"May","21-05-2024 T03:30","Mounting","MA5","Reflow Oven","EETP-083","C","BM","16","Conveyor width motor overload error coming.","Conveyor width motor overload error coming.","While making width of LANE-2 motor taking excess current ","Suspected LANE-2 width adjustment unit dirty inside the machine","Suspected flux collect inside the machine","NA","Error reset but same,Finally machine power OFF/ON then ok","Overhauling activity planned in shutdown.09.06.2024","Both","Process","No","Ujjawal,Ashish Gupta","Completed"
"May","21-05-2024 T02:30","Mounting","MA5","NPM-1","EETP-111","C","BM","30","Middle Request On Time out","Middle Request On Time out error coming ","PCB Transfer error coming in Next NPM Machine","PCB Transferring time mismatch in between NPM machine","Communication problem with ILNB","NA","PCB Confirmed found ok in all NPM machine ,Finally NPM-1 & 2 machine power OFF/ON Then ok","","Electrical","Communication","Yes","Ujjawal,Ashish Gupta","Completed"
"May","20-05-2024 T23:00","Mounting","MA5","SPG","EETP-075","C","BM","20","Lane-1, Communication error coming ,","Communication error coming Lane-1","PCB not coming in SPG machine","PCB information not pass from flipper To SPG","In c/o SPG did not receive c/o instruction","Suspected version related which was upgraded","PCB take out and error reset then next pcb run  but same,M/C side lan cable reconnected but same,Finally one time m/c restart after that m/c origin after that m/c run ","","Electrical","Communication","Yes","Indrajit Behera","Completed"
"May","21-05-2024 T09:45","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","A","BM","15","Missing in Location-23,25,29  ( ISS-BMU-R1 & R2)","Sealer Coating Missing coming on Product","Application height NG.","Pallet Design Issue.","N/A","N/A","Nozzle -1 Humiseal width Sensor Clean,Sealer Coating Program Modified","","Both","Design","No","Mangal Ram Kanwar,Jaydev Mal,Dalip Khajuria","Under MTD HOSS Approval"
"May","21-05-2024 T12:30","Final Assy","Cell Sensor","Air blowing M/C","EEAT-162","A","BM","60","Fault No. 135 (Alarm Incomplete Substrate take out)","Fault No. 135 (Alarm Incomplete Substrate take out)","Blow Alarm coming","Blow ON confirmation not coming with in set time.","Blow ON Confirmation time was very less","","Part and Pallet Confirmation sensor Clean,Rail Cleaning done.,Primary Alarm was Blow Alarm (No Error Code showing ), but after part take out, Fault No. 135 Coming,Blow ON time, value increased  from 0.08 to 0.15, From machine Setting option","This point will reflect in PM check sheet. Also checked the lubrication points with lubrication checksheet.","Electrical","Design","No","Anshul Gupta,Mangal Ram Kanwar,Jaydev Mal,Dalip Khajuria,Mukesh","Completed"
"May","21-05-2024 T11:50","Final Assy","FA-AB1","Packaging jig-01","EEAT-114","A","BM","10","Part lift with screw driver bit ( only YJC )model","Part lift with screw driver bit ( only YJC )model","Screw stuck in the case (product)","Screw driver bit not going to screw center position","Suspected Screw driver stage & pcb jig position Disturb","n/a","During runing part lift issue coming in only YJC model,When 1st screw tightining complete, after that part lift issue,Screw driver working condition check ok,So screw driver bit changed with spare & magnetized done, after that ok","Need to Screwdriver stage & PCB jig adjustment required (position) T.D-26-05-2024","Both","Process","No","Mangal Ram Kanwar,Dalip Khajuria","Completed"
"May","22-05-2024 T05:45","Mounting","MA4","Reflow Oven","EETP-059","C","BM","10","Temperature controller trouble error coming ","Temperature controller trouble error coming ","Temp. controller unit have an error ","Machine design issue","NA","NA","Machine restart after card pass from inside the Reflow.","Activity planned with maker for troubleshooting in shutdown.","Electrical","Design","No","Ujjawal","Completed"
"May","22-05-2024 T10:10","Final Assy","FA-AB1","FAL-AB-LT","EEAT-115","A","BM","15","Step no. 20, 30 misjudgment coming (YHB)","Step no. 20, 30 misjudgment coming (YHB)","Ng step releted circuit incomplete","Between the product & harness pin proper not contact.","Pin dirty","water accumaleted on pin tip","During runing misjudgment coming (YHB) model,As per prd information misjudgment coming in 5 product,3 Product re-try ok found but 2 product re-try ng coming,machine re-start but ng,so Harness change with HT Tester , after that 5 times ok master check (6751) ok found,Product run ok found","We will discuss with maker to avoid ice accumulation in LT Chamber T.D-29-05-2024","Mechanical","Part-Failure","No","Mangal Ram Kanwar,Mukesh","Completed"
"May","21-05-2024 T15:00","Final Assy","Spot Block-03","SPOT M/C","EEAT-214","B","BM","12","Robot Hang During taking wave height","Robot Hang During taking wave height","Machine not give any alarm ","Robot axis side issue ","J6 software limit error coming  ","May be cross limit","Machine restart and  J6 manual move by hand after that ok ","","Mechanical","Design","No","Gagandeep","Completed"
"May","22-05-2024 T16:10","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","B","BM","35","Sealer Missing problem was coming in ISS BMU R1 side","Sealer missing coming in R1 side.","Trialed of Modified program .","For modified pallet run.","Prevent sealer splashing in Connector .","Pallet design Issue.","As per discussion with PED ,Modified program uploaded ,Who  program modified  according to modified  pallet as per PED requested,Checked Product found sealer missing on some component .,So again fine tuning done after that ok.","This modified program make according to the modified pallet. So we transfer the new program on the machine with PED. After that checked quality by PED & PRD found OK.","Mechanical","Design","No","Neeraj","Completed"
"May","22-05-2024 T22:14","Final Assy","Spot Block-2","Screw driver-02","EEAT-032","B","BM","10","Screw was not come ","Screw was not come ","Screw was stop in rail ","Guide plate was down so screw stop ","Guide plate was loose so go down ","NA","Screw guide plate adjust after that ok ","PM point added to check guide plate gap.","Mechanical","Design","No","Gagandeep","Completed"
"May","22-05-2024 T23:46","Mounting","MA5","YS Loader","EETP-073","C","BM","13","Slot check valve timeout error","Slot check valve timeout error","Stocker slot PCB Detect sensor not ON","Sensor Dirty","Process","NA","PHS-28 sensor cleaning done then ok","","Electrical","Part-Failure","No","Ujjawal,Jatinder Singh","Completed"
